"tier","scenario_family","scenario_name","layer","world","condition","task","block_ktsp","model_ktsp","accuracy_ktsp","balanced_accuracy_ktsp","f1_pos_ktsp","f1_neg_ktsp","macro_f1_ktsp","mcc_ktsp","block_classic","model_classic","accuracy_classic","balanced_accuracy_classic","f1_pos_classic","f1_neg_classic","macro_f1_classic","mcc_classic","delta_accuracy","delta_balanced_accuracy","delta_f1_pos","delta_f1_neg","delta_macro_f1","delta_mcc"
"tier2_cross_condition","cross_condition_transfer","EC_train__EO_photo_test","P1_psd_bandpower_from_derivatives","PSD_REGION_ABSOLUTE","EC_train__EO_photo_test","AD_FTD_vs_CN","switchBox","kTSP_k5_disjoint",0.784090909090909,0.812682641729982,0.819047619047619,0.732394366197183,0.775720992622401,0.588511849805395,"classic_fast","glmnet_elasticnet",0.852272727272727,0.819696084161309,0.892561983471074,0.763636363636364,0.828099173553719,0.658733573370486,-0.068181818181818,-0.00701344243132707,-0.0735143644234549,-0.031241997439181,-0.052378180931318,-0.070221723565091
"tier2_cross_condition","cross_condition_transfer","EC_train__EO_photo_test","P1_psd_bandpower_from_derivatives","PSD_REGION_ABSOLUTE","EC_train__EO_photo_test","AD_vs_CN","switchBox","kTSP_k5_disjoint",0.830769230769231,0.837164750957854,0.835820895522388,0.825396825396825,0.830608860459607,0.671122971611979,"classic_fast","svm_linear_liblinear",0.846153846153846,0.844348659003831,0.861111111111111,0.827586206896552,0.844348659003831,0.688697318007663,-0.015384615384615,-0.00718390804597702,-0.025290215588723,-0.00218938149972703,-0.013739798544224,-0.017574346395684
"tier2_cross_condition","cross_condition_transfer","EC_train__EO_photo_test","P1_psd_bandpower_from_derivatives","PSD_REGION_ABSOLUTE","EC_train__EO_photo_test","AD_vs_FTD","switchBox","kTSP_CV_nondisjoint",0.644067796610169,0.559178743961353,0.764044943820225,0.275862068965517,0.519953506392871,0.190984159312376,"classic_fast","ranger_rf",0.76271186440678,0.727053140096618,0.82051282051282,0.65,0.73525641025641,0.48901656492805,-0.118644067796611,-0.167874396135265,-0.056467876692595,-0.374137931034483,-0.215302903863539,-0.298032405615674
"tier2_cross_condition","cross_condition_transfer","EC_train__EO_photo_test","P1_psd_bandpower_from_derivatives","PSD_REGION_ABSOLUTE","EC_train__EO_photo_test","CN_vs_FTD","switchBox","kTSP_k9_nondisjoint",0.807692307692308,0.809595202398801,0.791666666666667,0.821428571428572,0.806547619047619,0.615510191486957,"classic_fast","ranger_rf",0.865384615384615,0.865817091454273,0.851063829787234,0.87719298245614,0.864128406121687,0.728907247654725,-0.0576923076923069,-0.056221889055472,-0.0593971631205671,-0.055764411027568,-0.057580787074068,-0.113397056167768
"tier2_cross_condition","cross_condition_transfer","EO_photo_train__EC_test","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","EO_photo_train__EC_test","AD_FTD_vs_CN","switchBox","kTSP_k5_disjoint",0.829545454545455,0.78521332554062,0.878048780487805,0.716981132075472,0.797514956281638,0.602045348132407,"classic_fast","sda_shrinklda",0.863636363636364,0.836937463471654,0.9,0.785714285714286,0.842857142857143,0.686843041863588,-0.0340909090909089,-0.051724137931034,-0.021951219512195,-0.068733153638814,-0.0453421865755049,-0.0847976937311811
"tier2_cross_condition","cross_condition_transfer","EO_photo_train__EC_test","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","EO_photo_train__EC_test","AD_vs_CN","switchBox","kTSP_CV_disjoint",0.815384615384615,0.799808429118774,0.85,0.76,0.805,0.637364834373533,"classic_fast","ranger_rf",0.907692307692308,0.909961685823755,0.914285714285714,0.9,0.907142857142857,0.816024522300929,-0.092307692307693,-0.110153256704981,-0.0642857142857141,-0.14,-0.102142857142857,-0.178659687927396
"tier2_cross_condition","cross_condition_transfer","EO_photo_train__EC_test","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","EO_photo_train__EC_test","AD_vs_FTD","switchBox","kTSP_k9_disjoint",0.711864406779661,0.638285024154589,0.804597701149425,0.451612903225806,0.628105302187616,0.393994566321899,"classic_fast","ranger_rf",0.728813559322034,0.667874396135266,0.80952380952381,0.529411764705882,0.669467787114846,0.420448363337697,-0.0169491525423729,-0.029589371980677,-0.00492610837438501,-0.077798861480076,-0.04136248492723,-0.026453797015798
"tier2_cross_condition","cross_condition_transfer","EO_photo_train__EC_test","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","EO_photo_train__EC_test","CN_vs_FTD","switchBox","kTSP_k3_disjoint",0.826923076923077,0.831334332833583,0.816326530612245,0.836363636363636,0.826345083487941,0.658242628763011,"classic_fast","ranger_rf",0.826923076923077,0.813343328335832,0.780487804878049,0.857142857142857,0.818815331010453,0.654240844412795,0,0.017991004497751,0.035838725734196,-0.020779220779221,0.00752975247748799,0.00400178435021603
"tier2_cross_condition","cross_condition_transfer","EO_photo_train__EC_test","P0_derivative_amplitude_deciles","REGION_AGGREGATES_ALL","EO_photo_train__EC_test","AD_FTD_vs_CN","switchBox","kTSP_CV_disjoint",0.829545454545455,0.820280537697253,0.869565217391304,0.754098360655738,0.811831789023521,0.625916711030735,"classic_fast","knn_euclidean",0.863636363636364,0.863237872589129,0.894736842105263,0.806451612903226,0.850594227504244,0.705355097354874,-0.0340909090909089,-0.042957334891876,-0.0251716247139591,-0.052353252247488,-0.0387624384807229,-0.079438386324139
"tier2_cross_condition","cross_condition_transfer","EO_photo_train__EC_test","P0_derivative_amplitude_deciles","REGION_AGGREGATES_ALL","EO_photo_train__EC_test","AD_vs_CN","switchBox","kTSP_k3_nondisjoint",0.8,0.782567049808429,0.839506172839506,0.73469387755102,0.787100025195263,0.60866805291367,"classic_fast","ranger_rf",0.892307692307692,0.896072796934866,0.898550724637681,0.885245901639344,0.891898313138513,0.787631907020464,-0.092307692307692,-0.113505747126437,-0.059044551798175,-0.150552024088324,-0.10479828794325,-0.178963854106794
"tier2_cross_condition","cross_condition_transfer","EO_photo_train__EC_test","P0_derivative_amplitude_deciles","REGION_AGGREGATES_ALL","EO_photo_train__EC_test","AD_vs_FTD","switchBox","kTSP_CV_nondisjoint",0.576271186440678,0.527173913043478,0.683544303797468,0.358974358974359,0.521259331385914,0.0596215313202087,"classic_fast","glmnet_ridge",0.711864406779661,0.638285024154589,0.804597701149425,0.451612903225806,0.628105302187616,0.393994566321899,-0.135593220338983,-0.111111111111111,-0.121053397351957,-0.092638544251447,-0.106845970801702,-0.33437303500169
"tier2_cross_condition","cross_condition_transfer","EO_photo_train__EC_test","P0_derivative_amplitude_deciles","REGION_AGGREGATES_ALL","EO_photo_train__EC_test","CN_vs_FTD","switchBox","kTSP_CV_disjoint",0.807692307692308,0.796101949025487,0.761904761904762,0.838709677419355,0.800307219662058,0.610801940676245,"classic_fast","ranger_rf",0.826923076923077,0.813343328335832,0.780487804878049,0.857142857142857,0.818815331010453,0.654240844412795,-0.0192307692307689,-0.017241379310345,-0.0185830429732871,-0.018433179723502,-0.018508111348395,-0.0434389037365499
"tier2_cross_condition","cross_condition_transfer","EO_photo_train__EC_test","P1_psd_bandpower_from_derivatives","PSD_REGION_ABSOLUTE","EO_photo_train__EC_test","AD_FTD_vs_CN","switchBox","kTSP_CV_nondisjoint",0.784090909090909,0.803915838690824,0.822429906542056,0.72463768115942,0.773533793850738,0.573796269229529,"classic_fast","ranger_rf",0.852272727272727,0.810929281122151,0.894308943089431,0.754716981132076,0.824512962110753,0.656328125423033,-0.068181818181818,-0.00701344243132707,-0.0718790365473749,-0.030079299972656,-0.050979168260015,-0.082531856193504
"tier2_cross_condition","cross_condition_transfer","EO_photo_train__EC_test","P1_psd_bandpower_from_derivatives","PSD_REGION_ABSOLUTE","EO_photo_train__EC_test","AD_vs_CN","switchBox","kTSP_CV_nondisjoint",0.8,0.806034482758621,0.805970149253731,0.793650793650794,0.799810471452262,0.609158492698941,"classic_fast","ranger_rf",0.9,0.90301724137931,0.906418219461698,0.892622950819672,0.899520585140685,0.801828214660697,-0.1,-0.0969827586206895,-0.100448070207967,-0.098972157168878,-0.099710113688423,-0.192669721961756
"tier2_cross_condition","cross_condition_transfer","EO_photo_train__EC_test","P1_psd_bandpower_from_derivatives","PSD_REGION_ABSOLUTE","EO_photo_train__EC_test","AD_vs_FTD","switchBox","kTSP_k3_disjoint",0.644067796610169,0.621980676328502,0.712328767123288,0.533333333333333,0.62283105022831,0.246050356496556,"classic_fast","ranger_rf",0.745762711864407,0.728864734299517,0.794520547945206,0.666666666666667,0.730593607305936,0.461648936198984,-0.101694915254238,-0.106884057971015,-0.082191780821918,-0.133333333333334,-0.107762557077626,-0.215598579702428
"tier2_cross_condition","cross_condition_transfer","EO_photo_train__EC_test","P1_psd_bandpower_from_derivatives","PSD_REGION_ABSOLUTE","EO_photo_train__EC_test","CN_vs_FTD","switchBox","kTSP_CV_nondisjoint",0.788461538461538,0.778860569715142,0.744186046511628,0.819672131147541,0.781929088829584,0.569364041974775,"classic_fast","glmnet_elasticnet",0.865384615384615,0.870314842578711,0.857142857142857,0.872727272727273,0.864935064935065,0.735682938029248,-0.076923076923077,-0.091454272863569,-0.112956810631229,-0.053055141579732,-0.083005976105481,-0.166318896054473
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","POOLED_EC_EO_subject_grouped","AD_FTD_vs_CN","switchBox","kTSP_k9_disjoint",0.791649789301686,0.751339160839161,0.847255580542957,0.663192472016997,0.755224026279977,0.525857466137447,"classic_fast","sda_shrinklda",0.826415978672171,0.807237179487179,0.868654818044148,0.739543505431503,0.804099161737825,0.617394441094896,-0.034766189370485,-0.0558980186480186,-0.0213992375011907,-0.076351033414506,-0.0488751354578483,-0.0915369749574488
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","POOLED_EC_EO_subject_grouped","AD_vs_CN","switchBox","kTSP_k9_disjoint",0.771227106227106,0.759431547619048,0.806652276944326,0.710525975626307,0.758589126285317,0.549720137759516,"classic_fast","ranger_rf",0.839679487179487,0.837708333333333,0.853874272305955,0.818866031800106,0.83637015205303,0.684905080420135,-0.068452380952381,-0.0782767857142858,-0.0472219953616282,-0.108340056173799,-0.0777810257677135,-0.135184942660619
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","POOLED_EC_EO_subject_grouped","AD_vs_FTD","switchBox","kTSP_k9_disjoint",0.652135780885781,0.622258928571429,0.717600494383931,0.512323413940671,0.614961954162301,0.266866346438322,"classic_fast","ranger_rf",0.688030303030303,0.653616071428571,0.759632163750811,0.544161287247773,0.651896725499292,0.330764654930525,-0.0358945221445222,-0.0313571428571429,-0.04203166936688,-0.0318378733071021,-0.036934771336991,-0.0638983084922034
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","POOLED_EC_EO_subject_grouped","CN_vs_FTD","switchBox","kTSP_k9_disjoint",0.745126262626263,0.752833333333333,0.739236331483087,0.745185116295589,0.742210723889338,0.513164864240277,"classic_fast","ranger_rf",0.818343434343434,0.81675,0.793811935562979,0.832887585897648,0.813349760730313,0.643921171052274,-0.0732171717171717,-0.0639166666666666,-0.0545756040798914,-0.0877024696020591,-0.0711390368409752,-0.130756306811998
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P0_derivative_amplitude_deciles","REGION_AGGREGATES_ALL","POOLED_EC_EO_subject_grouped","AD_FTD_vs_CN","switchBox","kTSP_k9_disjoint",0.7968669375645,0.747273018648019,0.854462853485442,0.655760494174715,0.755111673830079,0.529632474056325,"classic_fast","ranger_rf",0.828604768661851,0.780778263403263,0.878161338975565,0.705226968741762,0.791694153858663,0.60428366899349,-0.0317378310973512,-0.0335052447552447,-0.0236984854901227,-0.0494664745670466,-0.0365824800285846,-0.0746511949371643
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P0_derivative_amplitude_deciles","REGION_AGGREGATES_ALL","POOLED_EC_EO_subject_grouped","AD_vs_CN","switchBox","kTSP_k9_disjoint",0.788186813186813,0.770943452380952,0.830705255298348,0.711398690683541,0.771051972990944,0.589959956001317,"classic_fast","ranger_rf",0.824578754578755,0.819377976190476,0.844876507517398,0.794787636418711,0.819832071968054,0.651341808019008,-0.0363919413919415,-0.0484345238095238,-0.0141712522190498,-0.0833889457351699,-0.0487800989771098,-0.0613818520176909
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P0_derivative_amplitude_deciles","REGION_AGGREGATES_ALL","POOLED_EC_EO_subject_grouped","AD_vs_FTD","switchBox","kTSP_k5_nondisjoint",0.57126504447933,0.579610058309038,0.600514836748857,0.516997722181106,0.558756279464981,0.161689750967632,"classic_fast","ranger_rf",0.623289627039627,0.585794642857143,0.707660819107744,0.452793107150847,0.580226963129295,0.185796975798765,-0.0520245825602969,-0.006184584548105,-0.107145982358887,0.0642046150302587,-0.0214706836643139,-0.0241072248311325
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P0_derivative_amplitude_deciles","REGION_AGGREGATES_ALL","POOLED_EC_EO_subject_grouped","CN_vs_FTD","switchBox","kTSP_k5_disjoint",0.77120202020202,0.779291666666667,0.767388418276956,0.76990029872014,0.768644358498548,0.566693845233165,"classic_fast","ranger_rf",0.817606060606061,0.816083333333333,0.79125467528015,0.833708992377234,0.812481833828692,0.642991452380359,-0.0464040404040404,-0.0367916666666667,-0.0238662570031933,-0.0638086936570939,-0.0438374753301436,-0.0762976071471948
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P1_psd_bandpower_from_derivatives","PSD_REGION_ABSOLUTE","POOLED_EC_EO_subject_grouped","AD_FTD_vs_CN","switchBox","kTSP_k5_disjoint",0.761909292225662,0.806048368298368,0.789454914252116,0.723195579839615,0.756325247045866,0.580054028614417,"classic_fast","ranger_rf",0.834467126762986,0.786960372960373,0.882475876450734,0.714711549176807,0.79859371281377,0.617809855427086,-0.0725578345373238,0.0190879953379953,-0.0930209621986176,0.00848403066280812,-0.0422684657679047,-0.0377558268126695
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P1_psd_bandpower_from_derivatives","PSD_REGION_ABSOLUTE","POOLED_EC_EO_subject_grouped","AD_vs_CN","switchBox","kTSP_k5_disjoint",0.819716117216117,0.830238095238095,0.814675078274216,0.822444279873851,0.818559679074034,0.666780326221478,"classic_fast","ranger_rf",0.842239010989011,0.839913690476191,0.856575068758379,0.821473843845195,0.839024456301787,0.687808961882254,-0.0225228937728937,-0.00967559523809536,-0.0418999904841632,0.000970436028656763,-0.0204647772277532,-0.0210286356607764
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P1_psd_bandpower_from_derivatives","PSD_REGION_ABSOLUTE","POOLED_EC_EO_subject_grouped","AD_vs_FTD","switchBox","kTSP_k9_nondisjoint",0.58494373010502,0.531365207373272,0.692096167244644,0.331247560544475,0.511671863894559,0.0709005412767659,"classic_fast","svm_linear_liblinear",0.656043123543124,0.626866071428571,0.728403168605241,0.517649752827152,0.623026460716196,0.264960525227415,-0.0710993934381032,-0.0955008640552995,-0.0363070013605972,-0.186402192282678,-0.111354596821637,-0.19405998395065
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P1_psd_bandpower_from_derivatives","PSD_REGION_ABSOLUTE","POOLED_EC_EO_subject_grouped","CN_vs_FTD","switchBox","kTSP_k9_nondisjoint",0.795015151515152,0.791916666666667,0.76884045358554,0.812621134995384,0.790730794290462,0.593715338485572,"classic_fast","glmnet_elasticnet",0.831505050505051,0.833458333333333,0.815275260974649,0.842203507428194,0.828739384201421,0.673224376508471,-0.036489898989899,-0.0415416666666667,-0.0464348073891081,-0.0295823724328099,-0.038008589910959,-0.0795090380228988
