split_family,layer,world,condition,task,repeat_id,negative_class,positive_class,outer_fold_n,original_selected_k_by_fold,adjusted_selected_k_by_fold,original_selected_k_mean,adjusted_selected_k_mean,delta_selected_k_mean_adjusted_minus_original,direction_sensitive_jaccard_mean,direction_insensitive_jaccard_mean,direction_sensitive_overlap_coefficient_mean,direction_insensitive_overlap_coefficient_mean,common_unordered_pair_n,reversed_common_pair_n,reversal_rate_among_common_unordered_pairs,original_train_relation_vote_n,original_train_tie_vote_n,original_train_tie_rate,original_test_relation_vote_n,original_test_tie_vote_n,original_test_tie_rate,adjusted_train_relation_vote_n,adjusted_train_tie_vote_n,adjusted_train_tie_rate,adjusted_test_relation_vote_n,adjusted_test_tie_vote_n,adjusted_test_tie_rate,delta_test_tie_rate_adjusted_minus_original,delta_train_tie_rate_adjusted_minus_original
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_CN,8,CN,AD,5,1|3|5|1|9,1|9|3|5|5,3.8,4.6,0.8,0.046753246753246755,0.046753246753246755,0.13333333333333333,0.13333333333333333,2,0,0.0,996,2,0.002008032128514056,239,4,0.016736401673640166,1200,0,0.0,295,0,0.0,-0.016736401673640166,-0.002008032128514056
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_CN,9,CN,AD,5,3|5|9|9|9,3|5|5|1|3,7.0,3.4,-3.6,0.037606837606837605,0.037606837606837605,0.08,0.08,2,0,0.0,1826,0,0.0,449,0,0.0,884,0,0.0,221,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_CN,10,CN,AD,5,9|9|9|9|9,9|9|3|3|9,9.0,6.6,-2.4,0.13714285714285715,0.13714285714285715,0.28888888888888886,0.28888888888888886,9,0,0.0,2340,0,0.0,585,0,0.0,1716,0,0.0,429,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_CN,11,CN,AD,5,9|5|3|5|5,3|9|1|9|5,5.4,5.4,0.0,0.08076923076923077,0.08076923076923077,0.16,0.16,4,0,0.0,1400,0,0.0,355,0,0.0,1406,0,0.0,349,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_CN,12,CN,AD,5,5|3|3|3|5,9|5|5|9|9,3.8,7.4,3.6,0.15786435786435787,0.15786435786435787,0.3333333333333333,0.3333333333333333,7,0,0.0,988,0,0.0,247,0,0.0,1924,0,0.0,481,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_CN,13,CN,AD,5,3|3|1|3|3,3|9|9|9|9,2.6,7.8,5.2,0.0404040404040404,0.0404040404040404,0.26666666666666666,0.26666666666666666,2,0,0.0,676,0,0.0,169,0,0.0,2034,0,0.0,501,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_CN,14,CN,AD,5,3|9|3|3|1,3|9|3|5|1,3.8,4.2,0.4,0.12571428571428572,0.12571428571428572,0.2222222222222222,0.2222222222222222,6,0,0.0,986,0,0.0,249,0,0.0,1090,0,0.0,275,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_CN,15,CN,AD,5,3|9|9|1|9,9|9|5|9|3,6.2,7.0,0.8,0.1073202614379085,0.1073202614379085,0.43555555555555553,0.43555555555555553,6,0,0.0,1618,0,0.0,397,0,0.0,1814,0,0.0,461,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_CN,16,CN,AD,5,9|1|5|9|3,1|3|5|9|9,5.4,5.4,0.0,0.10262626262626262,0.10262626262626262,0.37333333333333335,0.37333333333333335,6,0,0.0,1398,0,0.0,357,0,0.0,1412,0,0.0,343,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_CN,17,CN,AD,5,9|3|1|9|3,3|9|9|3|3,5.0,5.4,0.4,0.0404040404040404,0.0404040404040404,0.26666666666666666,0.26666666666666666,2,0,0.0,1294,0,0.0,331,0,0.0,1404,0,0.0,351,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_CN,18,CN,AD,5,9|1|1|9|9,5|3|5|9|9,5.8,6.2,0.4,0.08038461538461539,0.08038461538461539,0.1511111111111111,0.1511111111111111,6,0,0.0,1508,0,0.0,377,0,0.0,1616,0,0.0,399,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_CN,19,CN,AD,5,3|3|5|9|5,3|3|9|5|3,5.0,4.6,-0.4,0.15454545454545454,0.15454545454545454,0.3333333333333333,0.3333333333333333,7,0,0.0,1302,0,0.0,323,0,0.0,1196,0,0.0,299,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_CN,20,CN,AD,5,9|3|9|3|9,9|5|9|3|5,6.6,6.2,-0.4,0.15059254471019176,0.15059254471019176,0.28,0.28,9,0,0.0,1716,0,0.0,429,0,0.0,1608,0,0.0,407,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,1,FTD,AD,5,9|9|9|3|9,9|9|5|5|5,7.8,6.6,-1.2,0.027149321266968326,0.027149321266968326,0.06222222222222222,0.06222222222222222,2,0,0.0,1836,4,0.002178649237472767,465,0,0.0,1552,0,0.0,395,0,0.0,0.0,-0.002178649237472767
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,2,FTD,AD,5,9|9|9|9|9,9|9|5|5|3,9.0,6.2,-2.8,0.027149321266968326,0.027149321266968326,0.06222222222222222,0.06222222222222222,2,0,0.0,2124,9,0.00423728813559322,531,1,0.0018832391713747645,1456,0,0.0,373,0,0.0,-0.0018832391713747645,-0.00423728813559322
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,3,FTD,AD,5,9|9|9|5|5,9|5|5|9|9,7.4,7.4,0.0,0.06048265460030166,0.06048265460030166,0.14222222222222222,0.14222222222222222,4,0,0.0,1740,2,0.0011494252873563218,443,0,0.0,1748,0,0.0,435,0,0.0,0.0,-0.0011494252873563218
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,4,FTD,AD,5,9|9|5|9|5,9|9|9|9|5,7.4,8.2,0.8,0.023529411764705882,0.023529411764705882,0.04444444444444444,0.04444444444444444,2,0,0.0,1744,12,0.006880733944954129,439,4,0.009111617312072893,1932,0,0.0,487,0,0.0,-0.009111617312072893,-0.006880733944954129
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,5,FTD,AD,5,9|9|9|5|5,3|9|5|9|9,7.4,7.0,-0.4,0.0668997668997669,0.0668997668997669,0.18666666666666668,0.18666666666666668,4,0,0.0,1740,0,0.0,443,0,0.0,1660,0,0.0,405,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,6,FTD,AD,5,5|9|3|3|5,9|9|9|9|9,5.0,9.0,4.0,0.04895104895104895,0.04895104895104895,0.14666666666666667,0.14666666666666667,3,0,0.0,1178,0,0.0,297,0,0.0,2124,0,0.0,531,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,7,FTD,AD,5,9|9|9|5|1,9|5|3|9|9,6.6,7.0,0.4,0.011764705882352941,0.011764705882352941,0.02222222222222222,0.02222222222222222,1,0,0.0,1548,16,0.0103359173126615,399,2,0.005012531328320802,1654,0,0.0,411,0,0.0,-0.005012531328320802,-0.0103359173126615
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,8,FTD,AD,5,5|5|5|5|9,9|9|3|9|9,5.8,7.8,2.0,0.015384615384615385,0.015384615384615385,0.04,0.04,1,0,0.0,1372,0,0.0,339,0,0.0,1842,0,0.0,459,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,9,FTD,AD,5,9|5|9|9|9,3|9|5|9|9,8.2,7.0,-1.2,0.011764705882352941,0.011764705882352941,0.02222222222222222,0.02222222222222222,1,0,0.0,1936,12,0.006198347107438017,483,4,0.008281573498964804,1660,0,0.0,405,0,0.0,-0.008281573498964804,-0.006198347107438017
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,10,FTD,AD,5,9|9|9|5|5,5|9|9|3|9,7.4,7.0,-0.4,0.011764705882352941,0.011764705882352941,0.02222222222222222,0.02222222222222222,1,0,0.0,1740,0,0.0,443,0,0.0,1652,0,0.0,413,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,11,FTD,AD,5,9|9|9|9|9,9|9|9|9|9,9.0,9.0,0.0,0.023529411764705882,0.023529411764705882,0.04444444444444444,0.04444444444444444,2,0,0.0,2124,6,0.002824858757062147,531,0,0.0,2124,0,0.0,531,0,0.0,0.0,-0.002824858757062147
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,12,FTD,AD,5,9|9|5|9|5,5|9|5|9|9,7.4,7.4,0.0,0.05299145299145299,0.05299145299145299,0.12000000000000001,0.12000000000000001,3,0,0.0,1744,2,0.0011467889908256881,439,0,0.0,1752,0,0.0,431,0,0.0,0.0,-0.0011467889908256881
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,13,FTD,AD,5,3|3|5|9|9,9|5|5|9|3,5.8,6.2,0.4,0.029946524064171122,0.029946524064171122,0.08888888888888888,0.08888888888888888,2,0,0.0,1378,3,0.0021770682148040637,333,3,0.009009009009009009,1460,0,0.0,369,0,0.0,-0.009009009009009009,-0.0021770682148040637
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,14,FTD,AD,5,9|5|5|9|3,9|9|5|9|9,6.2,8.2,2.0,0.02222222222222222,0.02222222222222222,0.04,0.04,1,0,0.0,1460,0,0.0,369,1,0.0027100271002710027,1936,0,0.0,483,0,0.0,-0.0027100271002710027,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,15,FTD,AD,5,9|9|5|9|5,9|5|9|9|9,7.4,8.2,0.8,0.011764705882352941,0.011764705882352941,0.02222222222222222,0.02222222222222222,1,0,0.0,1744,2,0.0011467889908256881,439,2,0.004555808656036446,1936,0,0.0,483,0,0.0,-0.004555808656036446,-0.0011467889908256881
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,16,FTD,AD,5,9|3|5|9|9,9|3|5|9|3,7.0,5.8,-1.2,0.03398692810457516,0.03398692810457516,0.06222222222222222,0.06222222222222222,2,0,0.0,1654,3,0.0018137847642079807,411,1,0.0024330900243309003,1366,0,0.0,345,0,0.0,-0.0024330900243309003,-0.0018137847642079807
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,17,FTD,AD,5,3|9|3|5|3,5|9|5|9|5,4.6,6.6,2.0,0.04,0.04,0.06666666666666667,0.06666666666666667,3,0,0.0,1086,12,0.011049723756906077,271,4,0.014760147601476014,1560,0,0.0,387,0,0.0,-0.014760147601476014,-0.011049723756906077
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,18,FTD,AD,5,5|5|9|5|5,9|3|9|9|9,5.8,7.8,2.0,0.03076923076923077,0.03076923076923077,0.08,0.08,2,0,0.0,1368,0,0.0,343,0,0.0,1842,0,0.0,459,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,19,FTD,AD,5,9|5|5|9|9,5|5|9|9|5,7.4,6.6,-0.8,0.04871794871794872,0.04871794871794872,0.12000000000000001,0.12000000000000001,3,0,0.0,1748,0,0.0,435,0,0.0,1560,0,0.0,387,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,20,FTD,AD,5,3|9|9|9|5,9|3|9|9|9,7.0,7.8,0.8,0.027149321266968326,0.027149321266968326,0.06222222222222222,0.06222222222222222,2,0,0.0,1656,0,0.0,409,0,0.0,1842,0,0.0,459,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,1,CN,FTD,5,5|5|5|9|9,9|3|9|5|5,6.6,6.2,-0.4,0.03076923076923077,0.03076923076923077,0.08,0.08,2,0,0.0,1380,0,0.0,336,0,0.0,1286,0,0.0,326,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,2,CN,FTD,5,9|9|5|9|9,3|5|9|5|5,8.2,5.4,-2.8,0.01818181818181818,0.01818181818181818,0.06666666666666667,0.06666666666666667,1,0,0.0,1708,0,0.0,424,0,0.0,1122,0,0.0,282,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,3,CN,FTD,5,9|5|9|5|5,9|9|3|9|1,6.6,6.2,-0.4,0.03333333333333333,0.03333333333333333,0.08,0.08,2,0,0.0,1368,0,0.0,348,0,0.0,1282,0,0.0,330,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,4,CN,FTD,5,9|9|5|9|9,9|5|9|5|5,8.2,6.6,-1.6,0.08,0.08,0.16,0.16,4,0,0.0,1708,0,0.0,424,0,0.0,1368,0,0.0,348,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,5,CN,FTD,5,9|5|5|9|3,5|9|9|9|5,6.2,7.4,1.2,0.1462121212121212,0.1462121212121212,0.29777777777777775,0.29777777777777775,7,0,0.0,1286,0,0.0,326,0,0.0,1536,0,0.0,388,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,6,CN,FTD,5,5|5|3|9|9,9|9|9|5|3,6.2,7.0,0.8,0.06666666666666667,0.06666666666666667,0.16,0.16,4,0,0.0,1298,0,0.0,314,0,0.0,1446,0,0.0,374,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,7,CN,FTD,5,3|9|9|5|9,9|9|9|5|3,7.0,7.0,0.0,0.06818181818181818,0.06818181818181818,0.15555555555555556,0.15555555555555556,5,0,0.0,1458,0,0.0,362,0,0.0,1446,0,0.0,374,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,8,CN,FTD,5,1|9|9|9|5,5|5|9|9|5,6.6,6.6,0.0,0.04,0.04,0.06666666666666667,0.06666666666666667,3,0,0.0,1372,0,0.0,344,0,0.0,1372,0,0.0,344,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,9,CN,FTD,5,9|9|5|5|9,9|9|3|9|9,7.4,7.8,0.4,0.11071428571428571,0.11071428571428571,0.19999999999999998,0.19999999999999998,7,0,0.0,1540,0,0.0,384,0,0.0,1626,0,0.0,402,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,10,CN,FTD,5,5|5|5|9|9,9|9|9|5|3,6.6,7.0,0.4,0.0641025641025641,0.0641025641025641,0.16,0.16,4,0,0.0,1380,0,0.0,336,0,0.0,1446,0,0.0,374,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,11,CN,FTD,5,9|9|5|3|3,9|3|5|9|5,5.8,6.2,0.4,0.01818181818181818,0.01818181818181818,0.06666666666666667,0.06666666666666667,1,0,0.0,1198,0,0.0,310,0,0.0,1290,0,0.0,322,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,12,CN,FTD,5,3|9|9|9|9,5|9|3|5|5,7.8,5.4,-2.4,0.14836144247908953,0.14836144247908953,0.31555555555555553,0.31555555555555553,7,0,0.0,1626,0,0.0,402,0,0.0,1122,0,0.0,282,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,13,CN,FTD,5,3|5|9|9|3,5|3|3|3|1,5.8,3.0,-2.8,0.03636363636363636,0.03636363636363636,0.13333333333333333,0.13333333333333333,2,0,0.0,1204,0,0.0,304,0,0.0,620,0,0.0,160,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,14,CN,FTD,5,3|5|9|5|9,1|9|9|3|9,6.2,6.2,0.0,0.06895604395604396,0.06895604395604396,0.1511111111111111,0.1511111111111111,4,0,0.0,1294,0,0.0,318,0,0.0,1292,0,0.0,320,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,15,CN,FTD,5,9|5|1|5|5,3|9|5|3|3,5.0,4.6,-0.4,0.0,0.0,0.0,0.0,0,0,,1040,0,0.0,260,0,0.0,952,0,0.0,244,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,16,CN,FTD,5,5|3|9|9|9,9|5|9|9|3,7.0,7.0,0.0,0.10500000000000001,0.10500000000000001,0.24444444444444444,0.24444444444444444,7,0,0.0,1462,0,0.0,358,0,0.0,1450,0,0.0,370,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,17,CN,FTD,5,3|5|3|9|9,9|5|9|3|9,5.8,7.0,1.2,0.01818181818181818,0.01818181818181818,0.06666666666666667,0.06666666666666667,1,0,0.0,1216,0,0.0,292,0,0.0,1456,0,0.0,364,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,18,CN,FTD,5,9|3|9|3|9,5|5|9|5|3,6.6,5.4,-1.2,0.02857142857142857,0.02857142857142857,0.06666666666666667,0.06666666666666667,1,0,0.0,1374,0,0.0,342,0,0.0,1118,0,0.0,286,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,19,CN,FTD,5,9|5|9|3|9,9|5|9|3|9,7.0,7.0,0.0,0.10890756302521008,0.10890756302521008,0.17777777777777776,0.17777777777777776,6,0,0.0,1456,0,0.0,364,0,0.0,1456,0,0.0,364,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,20,CN,FTD,5,3|9|9|3|9,9|9|5|5|9,6.6,7.4,0.8,0.10023310023310023,0.10023310023310023,0.24,0.24,4,0,0.0,1374,0,0.0,342,0,0.0,1540,0,0.0,384,0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds004504__EC,AD_FTD_vs_CN,1,CN,AD_FTD,5,9|5|5|9|9,3|9|9|9|9,7.4,7.8,0.4,0.10949197860962566,0.10949197860962566,0.2533333333333333,0.2533333333333333,7,0,0.0,2608,0,0.0,648,0,0.0,2748,0,0.0,684,0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds004504__EC,AD_FTD_vs_CN,2,CN,AD_FTD,5,9|9|9|9|9,5|9|9|9|9,9.0,8.2,-0.8,0.03676470588235294,0.03676470588235294,0.06666666666666667,0.06666666666666667,3,0,0.0,3168,0,0.0,792,0,0.0,2888,0,0.0,720,0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds004504__EC,AD_FTD_vs_CN,3,CN,AD_FTD,5,9|5|5|9|9,9|5|9|5|5,7.4,6.6,-0.8,0.16843434343434344,0.16843434343434344,0.36444444444444446,0.36444444444444446,10,0,0.0,2608,0,0.0,648,0,0.0,2320,0,0.0,584,0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds004504__EC,AD_FTD_vs_CN,4,CN,AD_FTD,5,9|9|9|3|9,9|9|5|9|9,7.8,8.2,0.4,0.06391402714932126,0.06391402714932126,0.1288888888888889,0.1288888888888889,5,0,0.0,2748,0,0.0,684,0,0.0,2888,0,0.0,720,0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds004504__EC,AD_FTD_vs_CN,5,CN,AD_FTD,5,5|9|9|9|9,3|5|9|5|3,8.2,5.0,-3.2,0.015384615384615385,0.015384615384615385,0.04,0.04,1,0,0.0,2888,0,0.0,720,0,0.0,1756,0,0.0,444,0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds004504__EC,AD_FTD_vs_CN,6,CN,AD_FTD,5,9|9|9|9|9,9|9|9|9|3,9.0,7.8,-1.2,0.053475935828877004,0.053475935828877004,0.13333333333333333,0.13333333333333333,4,0,0.0,3168,0,0.0,792,0,0.0,2736,0,0.0,696,0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds004504__EC,AD_FTD_vs_CN,7,CN,AD_FTD,5,9|9|9|9|9,9|5|3|9|9,9.0,7.0,-2.0,0.023529411764705882,0.023529411764705882,0.04444444444444444,0.04444444444444444,2,0,0.0,3168,0,0.0,792,0,0.0,2468,0,0.0,612,0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds004504__EC,AD_FTD_vs_CN,8,CN,AD_FTD,5,9|9|5|9|9,9|5|3|9|9,8.2,7.0,-1.2,0.07676470588235294,0.07676470588235294,0.13333333333333333,0.13333333333333333,6,0,0.0,2888,0,0.0,720,0,0.0,2468,0,0.0,612,0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds004504__EC,AD_FTD_vs_CN,9,CN,AD_FTD,5,9|9|9|9|5,5|9|5|9|9,8.2,7.4,-0.8,0.08169477581242286,0.08169477581242286,0.18222222222222223,0.18222222222222223,5,0,0.0,2880,0,0.0,728,0,0.0,2608,0,0.0,648,0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds004504__EC,AD_FTD_vs_CN,10,CN,AD_FTD,5,9|9|9|5|9,9|9|9|9|9,8.2,9.0,0.8,0.04852941176470588,0.04852941176470588,0.08888888888888888,0.08888888888888888,4,0,0.0,2888,0,0.0,720,0,0.0,3168,0,0.0,792,0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds004504__EC,AD_FTD_vs_CN,11,CN,AD_FTD,5,9|9|9|9|9,9|9|9|9|9,9.0,9.0,0.0,0.011764705882352941,0.011764705882352941,0.02222222222222222,0.02222222222222222,1,0,0.0,3168,0,0.0,792,0,0.0,3168,0,0.0,792,0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds004504__EC,AD_FTD_vs_CN,12,CN,AD_FTD,5,9|9|5|3|9,5|9|3|9|9,7.0,7.0,0.0,0.15306340718105424,0.15306340718105424,0.3422222222222222,0.3422222222222222,9,0,0.0,2468,0,0.0,612,0,0.0,2468,0,0.0,612,0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds004504__EC,AD_FTD_vs_CN,13,CN,AD_FTD,5,9|9|9|9|9,3|9|9|9|9,9.0,7.8,-1.2,0.09494652406417113,0.09494652406417113,0.19999999999999998,0.19999999999999998,7,0,0.0,3168,0,0.0,792,0,0.0,2748,0,0.0,684,0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds004504__EC,AD_FTD_vs_CN,14,CN,AD_FTD,5,5|9|9|9|9,9|5|3|9|9,8.2,7.0,-1.2,0.056862745098039215,0.056862745098039215,0.12444444444444444,0.12444444444444444,4,0,0.0,2888,0,0.0,720,0,0.0,2468,0,0.0,612,0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds004504__EC,AD_FTD_vs_CN,15,CN,AD_FTD,5,9|5|9|9|9,9|9|9|9|5,8.2,8.2,0.0,0.09038461538461538,0.09038461538461538,0.17333333333333334,0.17333333333333334,7,0,0.0,2888,0,0.0,720,0,0.0,2880,0,0.0,728,0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds004504__EC,AD_FTD_vs_CN,16,CN,AD_FTD,5,9|5|9|9|9,5|9|9|9|9,8.2,8.2,0.0,0.07676470588235294,0.07676470588235294,0.13333333333333333,0.13333333333333333,6,0,0.0,2888,0,0.0,720,0,0.0,2888,0,0.0,720,0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds004504__EC,AD_FTD_vs_CN,17,CN,AD_FTD,5,9|5|9|5|9,9|9|9|9|9,7.4,9.0,1.6,0.04852941176470588,0.04852941176470588,0.08888888888888888,0.08888888888888888,4,0,0.0,2608,0,0.0,648,0,0.0,3168,0,0.0,792,0,0.0,0.0,0.0
